,filename,sentence,PiPP
3427293,quran-the-final-testament-authorised-english-version.epub.txt,"يٰأَيُّهَا الَّذينَ ءامَنوا لا تَتَوَلَّوا قَومًا غَضِبَ اللَّهُ عَلَيهِم قَد يَئِسوا مِنَ الءاخِرَةِ كَما يَئِسَ الكُفّارُ مِن أَصحٰبِ القُبورِ

[60:13] O you who believe, do not befriend people with whom GOD is angry, and who are hopelessly stuck in disbelief; they are just as hopeless as the disbelievers who are already in the graves.",F
3382728,the-king-of-light.epub.txt,"A fair trade,' said Kenilla, putting the bag of gold on the dead man's lap as he pried loose the banner and took it up.",F
5204593,nica-of-los-angeles.epub.txt,My laugh came out as uncontrollable dry heaves.,F
5487213,a-princess-lost.epub.txt,She kept her back to it as her gaze sliced over the elevator controls.,F
2087039,the-god-revealed-in-jesus-christ-an-introduction-to-trinitar.epub.txt,He still saw Lazarus as existing only to serve his personal needs.,F
3279448,netherverse-part-1.epub.txt,"It was haunting as I looked at him, bloody stumps, like a memory of one of Glyner's war buddies'.",F
749331,rayne-again.epub.txt,"His mouth settled into a hard, thin line as he fought for an explanation.",F
3728988,99-easy-street.epub.txt,He was being paid for so many hours a day and he might as well do something about it while he was there.,F
1236950,eva-and-the-irishman.epub.txt,He had heard of these fights as he was growing up but his father designated them barbaric and low class.,F
5017379,tales-from-camelot-series-1-pendragon.epub.txt,The old man smiled as he held the door open for his wife.,F
3945772,the-book-of-adam-autobiography-of-the-first-human-clone.epub.txt,"Jack motioned with his arms as if he were posing a question to us, asking whether we were married, and I shook my head no in response, immensely gratified that I'd remembered my ""line.""",F
5656823,traphis-a-wizards-tale.epub.txt,His mother happened to be sitting in the kitchen as he came down the stairs.,F
3978631,a-tyrant-amongst-the-kingdoms-book-ii.epub.txt,"They had been raised side by side, and their bond had been strong, but now, the spotted dragon treated Indy as a threat.",F
287439,the-bones-of-the-soul.epub.txt,"In other words, your parents might actually be questioning the validity of the truths that they so dearly hang on to because somewhere inside of them is their own version of their own inner child still needing to believe what it is that they were brought up to believe as being the only truth that will ever be.",F
1158259,tears-of-the-heart.epub.txt,"The man yielded to his wife's request that he should seek a means of livelihood, and regarded her opposition to him as a divine sign.",F
374911,marrying-the-millionaire.epub.txt,"Sixteen-year-old Taylor Spelling wondered as she followed her handsome boyfriend, Zeke Balfour, further into the woods.",F
2424874,glow.epub.txt,It was as quiet outside as it was noisy inside.,F
2578566,life-infinite.epub.txt,"So you can bet they protect the fragile brains of their selection from the truth, you know, to prevent them from getting all revolted and declare war to their best system of the universe...

And I bet they already see themselves as ""creator species"" sir, or ready to meet them, while they better forget about them; if they existed they'd follow pure moral laws and life principles, and people presently hate the attitude, they hate moral and principles, even perfection, who can hate perfection?",F
2734255,bible-survey-useful-information-about-every-book-in-the-bibl.epub.txt,"The chronology of the book

If we take the date of King Ahab's death as the dividing point between First and Second Kings, then this book covers the history of Israel from 853 BC to the time of its captivity by Assyria in 722; and also the history of Judah from that date to the time of its captivity by Babylon in 586 BC.",F
4057308,cracked-earth-the-story-of-wec-in-thailand-from-the-perspect.epub.txt,"I did not want to go for a whole month, as I had not been in Thailand for two full years yet, and was not as run-down as the others.",F
4940992,terrible-cherubs-tales-of-sinners-mistakes-and-regrets.epub.txt,"I'd like to say I was grateful that Ezra wouldn't have to watch his closest friend die, but such selfless thoughts didn't cross my mind as I faced death.",F
2868414,pride-x-familiar.epub.txt,"But the fact they could do so was something that unnerved and frightened both Regulars and Aventis, though I'd heard that some Aventis actually found the act pleasurable.",F
2763444,glimmers-of-reality-the-hope-of-a-goddess.epub.txt,"The two unix could be clearly seen as they galloped through the lush green grass that adorned the flat hilltop, whilst Hannah and William stood and waved up at them as they descended.",F
5468758,the-past-or-the-coming-future.epub.txt,"""The stations were in the same chaos as the whole world.",F
2629654,mania-and-the-executioner.epub.txt,Aengus screams as he makes the type of strike I've been waiting for: a diagonal slash that would sever me from right shoulder to left hip.,F
4148665,pilgrims-progress-updated-modern-english-more-than-100-illus.epub.txt,"Original: Therefore we all, beholding as in a glass the glory of the Lord with uncovered face, are transformed from glory to glory into the same likeness, even as by the Spirit of the Lord – 2 Cor.",F
2505831,in-pursuit-of-the-living-god.epub.txt,Midday is also mentioned as a prayer time.,F
652951,never-forever-the-champagne-hurricane-trilogy-book-1.epub.txt,I tried not to worry about it as I walked back into the front room.,F
5788795,the-captain-of-her-heart.epub.txt,"Just as he did.""",F
2883830,the-ghosts-of-earth.epub.txt,"Then, as if recalling his friend's earlier question, ""No.",F
2165858,africa-in-prophecy.epub.txt,"He further stated that the book: ""The Legend of the Jews, volume 1"" by Louis Ginzberg gives more credence to the myths about blacks as follows:

The descendants of Ham through Canaan therefore have red eyes, because Ham looked the nakedness of his father; they (blacks) have misshapen lips, because Ham spoke with his lips to his brothers about the unseemly condition of his father; they have twisted curly hair because Ham turned and twisted his head round to see the nakedness of his father....",F
5258961,soldiers-of-avarice.epub.txt,"""Yes, it came as something of a surprise to me,"" Aiden replied, with a grin he couldn't suppress.",F
5642032,just-keep-at-it-reflections-on-the-apostle-pauls-first-lette.epub.txt,". .

RevDrKid

The Incredible Shrinking Church

Here are some staggering statistics:

  * Though folks aged 25 and under make up 7% of population of the United States, they represent only 2% of worshippers in churches on an average Sunday Morning.",F
1831508,siofras-fight-book-4-the-broadus-supernatural-society-series.epub.txt,"She shook the bad feeling off as she tended to the four other tables on the balcony, taking drink and food orders and descending a small spiral staircase at the far end of the balcony that was for waitresses only.",F
840946,homo-sapience-joseph-ii.epub.txt,The factor of `Polarity` that had been imaged out as `water` has `green` pigments and is characterized out by a nature of production that generates this current sphere.,F
2057163,winged-a-novella-of-two-girls.epub.txt,"Javen saw Min Feng's tiny smile, as if she was trying to reassure him.",F
324174,the-shadowverse.epub.txt,Rose just raised her eyebrow as if this was an everyday occurrence.,F
5078375,innocence-shadow-war-book-1-by-c-nault-and-m-findley.epub.txt,"He shook his head and tried to soften his voice as he continued, ""Life is precious, and the taking of it is a serious matter, but it is also something I have trained to do for my life.",F
2640939,ihuman-user-guide.epub.txt,"Particularly great ways include leaving a few of your thoughts on Amazon, sharing it with your friends, and clicking the following Social Media buttons – Facebook, Twitter \- where every additional number adds to the author's worth as a life-form in the eyes of the internet folk.",F
1067840,forever-yours-4.epub.txt,I held onto the sweater as a reminder of him.,F
2590169,the-case-of-the-curious-killers.epub.txt,"Brendan agreed inwardly, but let it drop as about this time he was overwhelmed by a powerful thirst.",F
101535,mystery-at-the-fair.epub.txt,"Surprise covered his face, then embarrassment as he glanced around to see who might be watching.",F
4564446,perfect-obedience-a-brides-vow.epub.txt,"To distract herself, she asked, ""What happens when my mother won't do as she is bid, master?""",F
3233387,let-those-that-have-ears-to-hearlet-them-hear-the-parables-o.epub.txt,"""_

\- What was Jesus Teaching His Disciples

Jesus was teaching that as the seed is sown, if it falls on ""good soil,"" a good heart that is ready and prepared for it, that it will sprout, grow and then bear fruit.",F
2831046,nature-and-blight.epub.txt,It could unlock doors as well as open mouths.,F
5354871,did-you-know-this-volume-2.epub.txt,"These Pharisees and Teachers of the Law were not only experts in the interpretation of the Law, but men who relished being known as the holiest people in the realm.",F
391742,prince.epub.txt,Her eyes lit up as she stood and donned her robe.,F
2788853,garamoush.epub.txt,"""If you stabbed a man who was awake,"" Stenn imagined telling the worried and sleepless Declarers, coming unto them as a deliverer in ill-fitting clothes and possessing a very sour mood, ""he would lash out.",F
1300242,legends-born-tahir-edition-historys-shadow.epub.txt,The mers waved to greet the strangers and misinterpreted the men's waving arms as friendly gestures.,F
1925916,exposing-mystery-babylon-an-attack-on-lawlessness.epub.txt,There remain Jews who view Torah as only their ethnic heritage... as only their culture.,F
735588,four-men.epub.txt,"And then there's **Paddy O'Brian** , the Irish owner of a struggling fish and chip shop whose wife Maeve took the Ryan Air flight back to Cork as soon as she caught her first whiff of hot chip oil and left Charlie to run the business alone with only his collection of Irish novels and poetry for company.",F
3795678,the-fae-lords-companion-part-one.epub.txt,"That hadn't been the news I'd hoped for, but it probably wasn't as bad as it could be.",F
